increase;decrease;;;;;correct
intensify;undergo;person;storm;person;intensification;wrong
flood;cause;;;;;wrong
assign;judge;;;;;wrong
occur;locate;;;;;correct
donate;provide;;;;;correct
strengthen;upgrade;;;;;wrong
leave;evacuate;storm;people;people;people;wrong
hit;injure;earthquake;country;number;people;correct
replace;rotate;;;;;wrong
battle;contain;;;;;wrong
drop;produce;storm;rainfall;storm;wind;wrong
occur;touch;earthquake;quantity;tornado;southwest;wrong
reflect;speak;;;;;correct
evacuate;give;people;people;organization;way;wrong
strike;jolt;;;;;wrong
turn;emerge;;;;;wrong
assign;limit;organization;name;shear;damage;wrong
emerge;make;;;;;wrong
shake;feel;;;;;correct
destroy;wash;tornado;home;flood;road;wrong
upgrade;enter;;;;;wrong
leave;bring;;;;;wrong
define;intensify;plan;eye;person;storm;wrong
form;develop;person;quantity;depression;eye;correct
donate;send;;;;;correct
classify;track;organization;system;person;northwestward;wrong
intensify;weaken;person;storm;person;trend;wrong
die;miss;people;person;people;people;wrong
cause;lead;storm;damage;rain;organization;correct
delimit;limit;date;period;date;damage;wrong
weaken;cross;;;;;wrong
occur;shake;earthquake;quantity;earthquake;country;correct
strike;sustain;earthquake;country;home;damage;wrong
intensify;accelerate;person;storm;person;northward;wrong
extend;discontinue;;;;;wrong
begin;move;;;;;correct
attain;develop;person;intensity;depression;eye;wrong
sweep;throw;;;;;wrong
fall;receive;quantity;tree;person;quantity;wrong
go;kill;;;;;wrong
measure;shake;;;;;correct-reversed
end;delimit;;;;;wrong
touch;reach;;;;;wrong
assign;have;organization;name;person;name;correct
upgrade;designate;;;;;wrong
want;beware;;;;;wrong
experience;occur;;;;;wrong
injure;damage;number;people;wind;home;correct
damage;wreck;;;;;correct
issue;extend;;;;;wrong
include;restore;;;;;wrong
damage;catch;;;;;wrong
inundate;flood;flood;area;river;area;correct
reflect;exist;;;;;wrong
affect;cancel;;;;;wrong
reach;undergo;person;intensity;person;intensification;wrong
flood;down;;;;;wrong
lose;hit;;;;;wrong
reflect;speak;this;activity;person;language;wrong
strike;bring;earthquake;country;storm;rain;wrong
document;form;;;;;correct
lose;cover;people;power;flood;area;wrong
inundate;die;;;;;correct
peak;weaken;rainfall;wind;person;trend;wrong
spawn;destroy;;;;;wrong
evacuate;die;people;people;people;person;wrong
impact;result;storm;country;damage;flood;correct
lose;damage;people;power;wind;home;correct
begin;form;record;trend;person;quantity;wrong
close;damage;;;;;wrong
trigger;affect;;;;;correct
interact;reach;;;;;wrong
assign;take;organization;name;person;place;wrong
snap;occur;tornado;tree;earthquake;quantity;wrong
dissipate;monitor;person;mi;organization;system;wrong
move;cross;person;westward;person;country;correct
kill;drown;;;;;correct-reversed
leave;sustain;storm;people;home;damage;wrong
come;go;;;;;correct
remain;expect;person;number;person;storm;wrong
end;feature;season;drought;date;cyclone;wrong
cover;occur;flood;area;earthquake;quantity;wrong
issue;include;;;;;wrong
report;peak;;;;;correct-reversed
destroy;demolish;;;;;correct
destroy;disrupt;;;;;correct
remain;return;;;;;wrong
bring;provide;storm;rain;organization;assistance;correct
move;slow;person;westward;person;motion;wrong
damage;die;;;;;correct
delimit;limit;;;;;wrong
identify;strike;organization;area;earthquake;country;wrong
assign;include;organization;name;person;organization;wrong
issue;discontinue;organization;warning;person;advisory;correct
isolate;leave;flooding;community;storm;people;correct-reversed
track;upgrade;;;;;wrong
burn;light;fire;quantity;earthquake;fire;correct
strand;flood;flooding;people;river;area;correct-reversed
intensify;accelerate;;;;;correct
estimate;kill;person;wind;person;people;correct-reversed
multiply;exceed;;;;;wrong
die;rise;;;;;wrong
peak;pass;rainfall;wind;person;quantity;wrong
sink;kill;;;;;correct
intensify;make;;;;;wrong
affect;cause;;;;;wrong
close;reopen;;;;;wrong
develop;note;;;;;wrong
exceed;lose;;;;;wrong
emerge;remain;wave;country;person;number;wrong
pass;bring;person;quantity;storm;rain;wrong
attain;fall;person;intensity;quantity;tree;wrong
last;delimit;person;time;date;period;wrong
move;enter;;;;;correct
hit;record;;;;;wrong
die;fall;people;person;quantity;tree;correct-reversed
weaken;make;;;;;wrong
assign;judge;organization;name;organization;system;wrong
increase;occur;convection;shear;earthquake;quantity;wrong
delimit;limit;date;period;shear;damage;wrong
suspend;close;organization;service;organization;school;wrong
form;accord;person;quantity;number;rating;correct
enter;intensify;;;;;wrong
kill;range;;;;;wrong
pledge;donate;;;;;correct
track;cross;person;northwestward;person;country;wrong
offer;donate;;;;;correct
intensify;increase;person;storm;convection;shear;correct
deploy;include;;;;;wrong
take;close;;;;;correct
develop;move;;;;;wrong
record;die;station;wind;people;person;wrong
affect;break;person;country;fire;record;wrong
occur;sustain;;;;;wrong
blow;sustain;;;;;correct
include;come;;;;;wrong
die;kill;people;person;person;people;correct-reversed
undergo;name;person;intensification;organization;storm;wrong
associate;record;person;convection;station;wind;wrong
deepen;upgrade;person;trough;organization;system;wrong
occur;isolate;;;;;wrong
drop;destroy;;;;;correct
inundate;fall;flood;area;quantity;tree;wrong
strengthen;reach;person;storm;person;intensity;wrong
weaken;deteriorate;person;trend;storm;condition;correct
fight;contain;;;;;wrong
hit;damage;;;;;correct
include;relate;person;organization;organization;death;wrong
increase;weaken;convection;shear;person;trend;wrong
build;rebuild;;;;;correct
track;injure;person;northwestward;number;people;wrong
hit;hold;earthquake;country;dike;water;wrong
denote;relate;;;;;wrong
weaken;transition;;;;;wrong
deploy;assist;organization;team;organization;victim;correct
occur;feel;earthquake;quantity;person;intensity;wrong
slow;intensify;;;;;wrong
